rank,track,artist,album,duration_sec,explicit,spotify_url,extracted_at,time_range,duration_fmt
28,TELEFONO NUEVO,Bad Bunny,nadie sabe lo que va a pasar mañana,354,True,https://open.spotify.com/track/01ppKlDRCmPpusO3yNrSRY,2026-06-01 14:50:23.923420,short_term,5:54
29,Partiendo la Pana,Estopa,Destrangis,240,False,https://open.spotify.com/track/4BtggpHp17Ak3RP0LITrue,2026-06-01 14:50:23.923420,short_term,4:00
30,Sola,KHEA,Sola,199,True,https://open.spotify.com/track/0gWzYwxmq9JHXINJg5pndk,2026-06-01 14:50:23.923420,short_term,3:19
31,Orgullo,Justin Quiles,Orgullo,200,False,https://open.spotify.com/track/7ca2Td5BdpuTXKpSPS0exv,2026-06-01 14:50:23.923420,short_term,3:20
32,Piratas del bar Caribe,Melendi,Yo me veo contigo,244,False,https://open.spotify.com/track/0kg0I1WPGAEIEbJ8wbJjKN,2026-06-01 14:50:23.923420,short_term,4:04
33,Querido Amigo,Paulo Londra,Homerun,228,False,https://open.spotify.com/track/34w1ycoersTjtBsRQsKzgT,2026-06-01 14:50:23.923420,short_term,3:48
34,Vuela Corazón,Dasoul,Vuela Corazón,218,False,https://open.spotify.com/track/5JUQck3tWdZxpRkh1lIFpF,2026-06-01 14:50:23.923420,short_term,3:38
35,Porque Te Mientes (feat. Gadiel & Bryant Myers),Trap Capos,Trap Capos II,200,True,https://open.spotify.com/track/0Ks2NJH2PCxyWAFPlI4p9B,2026-06-01 14:50:23.923420,short_term,3:20
36,No Puedo Vivir Sin Ti,El Canto Del Loco,Por Mi y por Todos Mis Compañeros,214,False,https://open.spotify.com/track/3K8BeABgLXZ3JHhdM3rZBx,2026-06-01 14:50:23.923420,short_term,3:34
37,Frances Limon,Los Enanitos Verdes,Amores Lejanos,317,False,https://open.spotify.com/track/2BPmAFsiy6vwDceybqIAjw,2026-06-01 14:50:23.923420,short_term,5:17
38,Self Aware,Temper City,Self Aware,180,False,https://open.spotify.com/track/4qW3BbQAwZsrnu8a3ZRdyT,2026-06-01 14:50:23.923420,short_term,3:00
39,Por la Raja de Tu Falda,Estopa,Estopa,202,False,https://open.spotify.com/track/5OaqffbeQyVVqtnA71Ci7K,2026-06-01 14:50:23.923420,short_term,3:22
40,Bailemos,Dani Fernández,Incendios,210,False,https://open.spotify.com/track/5EnaxC9amhXY55ezw87SL8,2026-06-01 14:50:23.923420,short_term,3:30
41,Cobro,De La Rose,FX De La Rose,164,True,https://open.spotify.com/track/15od38niq4dicwFLduR8U4,2026-06-01 14:50:23.923420,short_term,2:44
42,Aserejé,Grupo Arenas,Ritmo Latino,211,False,https://open.spotify.com/track/6yCM4N4v44c3xoMORrhLwW,2026-06-01 14:50:23.923420,short_term,3:31
43,Maldita Abusadora,Paulo Londra,Homerun,250,False,https://open.spotify.com/track/2l7CpLcHxJeiWibGWftnew,2026-06-01 14:50:23.923420,short_term,4:10
44,Él No Te Da,Dasoul,Si Me Porto Mal,248,False,https://open.spotify.com/track/51AfjBNI5b6pQfusccce46,2026-06-01 14:50:23.923420,short_term,4:08
45,Ultra Complicado - Ryan Castro Version,Kenny Die,Ultra Complicado - Ryan Castro Version,170,False,https://open.spotify.com/track/1No3PlwIHeS3dNTIAjV76S,2026-06-01 14:50:23.923420,short_term,2:50
46,La Rompe Corazones,Daddy Yankee,La Rompe Corazones,204,False,https://open.spotify.com/track/2Q85xwXagilpHKTfdrbC7M,2026-06-01 14:50:23.923420,short_term,3:24
47,Acércate,De La Ghetto,Acércate,228,False,https://open.spotify.com/track/2UTdgOtXy9Vwd9XKPMLHjd,2026-06-01 14:50:23.923420,short_term,3:48
48,Meddle About,Chase Atlantic,Meddle About,203,False,https://open.spotify.com/track/5fVl28RgREvxVtGSf9OsbK,2026-06-01 14:50:23.923420,short_term,3:23
49,Sola (Remix),Anuel AA,Sola (Remix),307,False,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2026-06-01 14:50:23.923420,short_term,5:07
50,Mala Vida,Jesp7Tearz,Mala Vida,218,False,https://open.spotify.com/track/6QbQCXJK82Yh3phNVLBjnM,2026-06-01 14:50:23.923420,short_term,3:38
