rank,track,artist,album,duration_sec,explicit,spotify_url,extracted_at,time_range,duration_fmt
26,Maldad,Yeyo,Maldad,204,True,https://open.spotify.com/track/2lATpikfgRYwnrdNuETjSD,2026-05-04 10:56:30.982563,short_term,3:24
27,Cacho a Cacho,Estopa,Estopa,148,False,https://open.spotify.com/track/6VVBXRsXAuN5UvqKNw7j0l,2026-05-04 10:56:30.982563,short_term,2:28
28,Cobro,De La Rose,FX De La Rose,164,True,https://open.spotify.com/track/15od38niq4dicwFLduR8U4,2026-05-04 10:56:30.982563,short_term,2:44
29,Confident - Single Version,Justin Bieber,Journals,248,False,https://open.spotify.com/track/6czM6UMQD9qE5GAUp68oud,2026-05-04 10:56:30.982563,short_term,4:08
30,Con Otra,KHEA,TAROT: Del cielo al infierno,221,True,https://open.spotify.com/track/1NhvH0qdOuuFncWGAIXxTg,2026-05-04 10:56:30.982563,short_term,3:41
31,"Fuyu No Hanashi (From ""Given"")",Tricker,"Given, Vol. 1",208,False,https://open.spotify.com/track/2uqDSbkrmQRRiw9s6rdVfG,2026-05-04 10:56:30.982563,short_term,3:28
32,Apaga el Celular,LIT killah,Apaga el celular,225,False,https://open.spotify.com/track/7BhCvFVZwe04hLpNutqTdg,2026-05-04 10:56:30.982563,short_term,3:45
33,Me Sigue,Kenny Die,Me Sigue,232,False,https://open.spotify.com/track/3HQmWqY1Jko3sG12pYSCOL,2026-05-04 10:56:30.982563,short_term,3:52
34,Historia de Taxi,Ricardo Arjona,Quién Dijo Ayer,402,False,https://open.spotify.com/track/4qmXbnmZxZy9pavpf3YfP5,2026-05-04 10:56:30.982563,short_term,6:42
35,"Soldado Y Profeta (feat. Ozuna, Almighty, Kendo & Ñengo Flow)",Anuel AA,"Soldado Y Profeta (Remix) [feat. Ozuna, Almighty, Kendo & Ñengo Flow]",512,False,https://open.spotify.com/track/6OIePp3zOPV4OubtVTyJJ8,2026-05-04 10:56:30.982563,short_term,8:32
36,Hola - Remix,Dalex,Yo Te Quiero Pa Mi,249,False,https://open.spotify.com/track/17I27VXKtqXJHL6ReaG0eS,2026-05-04 10:56:30.982563,short_term,4:09
37,I'll Show You,Justin Bieber,Purpose (Deluxe),199,False,https://open.spotify.com/track/0SNIAtRCPVVLoGEPcuHSIc,2026-05-04 10:56:30.982563,short_term,3:19
38,Star Shopping,Lil Peep,Star Shopping,142,True,https://open.spotify.com/track/1WbhIxkn5ECsOwUm795iX1,2026-05-04 10:56:30.982563,short_term,2:22
39,Cheque al portamor,Melendi,Lágrimas desordenadas,295,False,https://open.spotify.com/track/2FhLn92NDtRW6hKJvj9yX5,2026-05-04 10:56:30.982563,short_term,4:55
40,Therian,Tussiwarriors,Lata Con Plata,142,True,https://open.spotify.com/track/34VrbIPZrC2H4D9A2npXzf,2026-05-04 10:56:30.982563,short_term,2:22
41,"Rain (Spanish) [From ""Fullmetal Alchemist: Brotherhood""]",Iris ~Pamela Calvo~,"Rain (Spanish) [From ""Fullmetal Alchemist: Brotherhood""]",256,False,https://open.spotify.com/track/5MsLZQf1dO2Wv6lmgJlSt2,2026-05-04 10:56:30.982563,short_term,4:16
42,That Should Be Me,Justin Bieber,My World 2.0,232,False,https://open.spotify.com/track/0aPZbnkMoWJaJ5CNVLCj8S,2026-05-04 10:56:30.982563,short_term,3:52
43,Falopa & Cristal,Tussiwarriors,Falopa & Cristal,126,True,https://open.spotify.com/track/57NMrebuKA7CCn3TMqysk6,2026-05-04 10:56:30.982563,short_term,2:06
44,Hasta el Amanecer,Nicky Jam,Fénix,198,False,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,2026-05-04 10:56:30.982563,short_term,3:18
45,Gurenge,Ilonka Obilinovic,Gurenge,237,False,https://open.spotify.com/track/5Ynp0GoRYPQSf0xwu6Dld0,2026-05-04 10:56:30.982563,short_term,3:57
46,Koko de Iki wo Shite,eill,Palette,215,False,https://open.spotify.com/track/7cPYSzsrl6imQkzeO1HZ9b,2026-05-04 10:56:30.982563,short_term,3:35
47,Orgullo,Justin Quiles,Orgullo,200,False,https://open.spotify.com/track/7ca2Td5BdpuTXKpSPS0exv,2026-05-04 10:56:30.982563,short_term,3:20
48,Friends,Chase Atlantic,Nostalgia - EP,230,False,https://open.spotify.com/track/7uDUb37h7Xdhza1eWMkoJv,2026-05-04 10:56:30.982563,short_term,3:50
49,Sorry,Justin Bieber,Purpose (Deluxe),200,False,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF,2026-05-04 10:56:30.982563,short_term,3:20
50,Where Are Ü Now (with Justin Bieber),Jack Ü,Skrillex and Diplo present Jack Ü,250,False,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f,2026-05-04 10:56:30.982563,short_term,4:10
