rank,track,artist,album,duration_sec,explicit,spotify_url,extracted_at,time_range,duration_fmt
31,Bastardo (feat. Ñengo Flow & Jere Klein),Pablo Chill-E,Los Gangsters Tambien Lloran,264,True,https://open.spotify.com/track/7xjFEvchFCiAmuseCBModI,2026-03-29 14:07:34.450198,short_term,4:24
32,Chapiadora,Cazzu,Chapiadora,209,False,https://open.spotify.com/track/04QLFxiUzVVD6kFekO0FIZ,2026-03-29 14:07:34.450198,short_term,3:29
33,La parte de adelante,Andrés Calamaro,Honestidad Brutal,261,False,https://open.spotify.com/track/0fHTVPRRKmWaRuIwrsNTMp,2026-03-29 14:07:34.450198,short_term,4:21
34,2 PUÑALAITAS (de Andalucía),Cristina Lora,2 PUÑALAITAS (de Andalucía),175,False,https://open.spotify.com/track/19FOoq7R0ULz8bamEpOprK,2026-03-29 14:07:34.450198,short_term,2:55
35,Ha Vuelto el Matador,Cacho Castaña,Sus Mejores Canciones,183,False,https://open.spotify.com/track/1fHcqjYW6Ie9YiLpQnACmC,2026-03-29 14:07:34.450198,short_term,3:03
36,Casi un G,YSY A,Casi un G,139,False,https://open.spotify.com/track/1wY7YlavH2C0U1HfR07XvZ,2026-03-29 14:07:34.450198,short_term,2:19
37,Esclava - Remix,Bryant Myers,Esclava (Remix),281,False,https://open.spotify.com/track/2Mgur7BKnpr7OG3izSNFTA,2026-03-29 14:07:34.450198,short_term,4:41
38,Cuantas veces,C.R.O,Otra vez en tus ruinas,172,False,https://open.spotify.com/track/3MznYQPob11VT0AECBxcrX,2026-03-29 14:07:34.450198,short_term,2:52
39,Si Te Agarro Con Otro Te Mato,Cacho Castaña,Sus Mejores Canciones,167,False,https://open.spotify.com/track/6zlSiA9ySn6l5VXt8fziOi,2026-03-29 14:07:34.450198,short_term,2:47
40,Miss U,Kidd Keo,Keoland,259,True,https://open.spotify.com/track/17NW5LLmN6PXrUdknZ6iT1,2026-03-29 14:07:34.450198,short_term,4:19
41,Más Roto,Seven Kayne,Secretos Escondidos,164,False,https://open.spotify.com/track/72EJQAAPHJYe0e12xVFhpp,2026-03-29 14:07:34.450198,short_term,2:44
42,Más Cara,Bad Gyal,Más Cara,155,False,https://open.spotify.com/track/0RrwwLDXmvCGXXzuDgwvOZ,2026-03-29 14:07:34.450198,short_term,2:35
43,Moon Talk,Kidd Keo,BACK TO ROCKPORT,184,True,https://open.spotify.com/track/3ivnBohmIbZFrtzGkSqUtN,2026-03-29 14:07:34.450198,short_term,3:04
44,Problema (with Luar La L),Dei V,Underwater,202,True,https://open.spotify.com/track/3rpfSCKQ9Lrbh9MVxUsV1e,2026-03-29 14:07:34.450198,short_term,3:22
45,50 Sombras de Austin,Arcángel,Los Favoritos,195,False,https://open.spotify.com/track/4TEsxeAmTkbZsQ7S70le6z,2026-03-29 14:07:34.450198,short_term,3:15
46,2PA2,Los Diozes,HOTEL MALIGNO,118,True,https://open.spotify.com/track/5CcZI8tcPhKpJm7GCJjkRt,2026-03-29 14:07:34.450198,short_term,1:58
47,444,Yan Block,444,175,True,https://open.spotify.com/track/1o4xkdBe0RjSf2u6VXi4OI,2026-03-29 14:07:34.450198,short_term,2:55
48,111,Yan Block,111,153,True,https://open.spotify.com/track/2SPBFiD8iITb8CKJGz1TEQ,2026-03-29 14:07:34.450198,short_term,2:33
49,PINKY PROMISE 2,La Pantera,PINKY PROMISE 2,181,False,https://open.spotify.com/track/6hFzA2zbArwtGpmTQEsxnn,2026-03-29 14:07:34.450198,short_term,3:01
50,Les,Childish Gambino,Camp,317,True,https://open.spotify.com/track/7ghKr0pCYyPPyp7t1FH8k4,2026-03-29 14:07:34.450198,short_term,5:17
