rank,track,artist,album,duration_sec,explicit,spotify_url,extracted_at,time_range,duration_fmt
21,Con Otra,KHEA,TAROT: Del cielo al infierno,221,True,https://open.spotify.com/track/1NhvH0qdOuuFncWGAIXxTg,2026-04-20 10:27:50.865963,short_term,3:41
22,Frances Limon,Los Enanitos Verdes,Amores Lejanos,317,False,https://open.spotify.com/track/2BPmAFsiy6vwDceybqIAjw,2026-04-20 10:27:50.865963,short_term,5:17
23,LHNA,RobGz,LHNA,200,True,https://open.spotify.com/track/0pLZ7PPAId3OLfVIPTVAz5,2026-04-20 10:27:50.865963,short_term,3:20
24,Burbujas de Cristal,Cartel De Santa,Burbujas de Cristal,224,True,https://open.spotify.com/track/15yuvKhcoEtV5KwKxqHSwa,2026-04-20 10:27:50.865963,short_term,3:44
25,Nunca Me Amo,Boy Wonder CF,Chosen Few: New Generation,199,False,https://open.spotify.com/track/60PBNJm2fk3TnhZU3Ltida,2026-04-20 10:27:50.865963,short_term,3:19
26,Self Aware,Temper City,Self Aware,180,False,https://open.spotify.com/track/4qW3BbQAwZsrnu8a3ZRdyT,2026-04-20 10:27:50.865963,short_term,3:00
27,Lágrimas desordenadas,Melendi,Lágrimas desordenadas,229,False,https://open.spotify.com/track/1dp62fHaXUP0Zh45voegpI,2026-04-20 10:27:50.865963,short_term,3:49
28,Love Me,Lil Wayne,I Am Not A Human Being II (Deluxe),255,True,https://open.spotify.com/track/2XHzzp1j4IfTNp1FTn7YFg,2026-04-20 10:27:50.865963,short_term,4:15
29,Blue Bird (Naruto Shippuden),Omar Cabán -YuriFoX-,Anime Covers #2,229,False,https://open.spotify.com/track/6tdvjMJ0bBxBcdrXiWV4Dw,2026-04-20 10:27:50.865963,short_term,3:49
30,Orgullo,Justin Quiles,Orgullo,200,False,https://open.spotify.com/track/7ca2Td5BdpuTXKpSPS0exv,2026-04-20 10:27:50.865963,short_term,3:20
31,Smack That,Akon,Konvicted,212,True,https://open.spotify.com/track/2kQuhkFX7uSVepCD3h29g5,2026-04-20 10:27:50.865963,short_term,3:32
32,De Lejitos,Jay Wheeler,De Lejitos,207,True,https://open.spotify.com/track/3r2ZoCWlf9RewWlxxozfQ8,2026-04-20 10:27:50.865963,short_term,3:27
33,Vuela Corazón,Dasoul,Vuela Corazón,218,False,https://open.spotify.com/track/5JUQck3tWdZxpRkh1lIFpF,2026-04-20 10:27:50.865963,short_term,3:38
34,Vacio,Almighty,Vacio,247,True,https://open.spotify.com/track/3HoZTyT6zXnyDkiVUQRO9N,2026-04-20 10:27:50.865963,short_term,4:07
35,Cheque al portamor,Melendi,Lágrimas desordenadas,295,False,https://open.spotify.com/track/2FhLn92NDtRW6hKJvj9yX5,2026-04-20 10:27:50.865963,short_term,4:55
36,Hotel,Vincez,Hotel,145,False,https://open.spotify.com/track/3mYduMKRkI7EDpWRJKmpUQ,2026-04-20 10:27:50.865963,short_term,2:25
37,Friends,Chase Atlantic,Nostalgia - EP,230,False,https://open.spotify.com/track/7uDUb37h7Xdhza1eWMkoJv,2026-04-20 10:27:50.865963,short_term,3:50
38,Tocado y hundido,Melendi,Un alumno más,211,False,https://open.spotify.com/track/1w56puP15nqOK4yr8776dY,2026-04-20 10:27:50.865963,short_term,3:31
39,BADGYAL,SAIKO,SAKURA,253,True,https://open.spotify.com/track/3ng8tfwvzR4BBwa9yaMms6,2026-04-20 10:27:50.865963,short_term,4:13
40,Porque Te Mientes (feat. Gadiel & Bryant Myers),Trap Capos,Trap Capos II,200,True,https://open.spotify.com/track/0Ks2NJH2PCxyWAFPlI4p9B,2026-04-20 10:27:50.865963,short_term,3:20
41,"Fuyu No Hanashi (From ""Given"")",Tricker,"Given, Vol. 1",208,False,https://open.spotify.com/track/2uqDSbkrmQRRiw9s6rdVfG,2026-04-20 10:27:50.865963,short_term,3:28
42,secuestro,Slayter,dile no a las drogas,194,True,https://open.spotify.com/track/3I4YGWwJoqBdBGVnkRjnVw,2026-04-20 10:27:50.865963,short_term,3:14
43,La Noche Mas Linda,Adalberto Santiago,Sex Symbol,343,False,https://open.spotify.com/track/3scW7pt0vlhkCCgCNv5YR9,2026-04-20 10:27:50.865963,short_term,5:43
44,La Obsesión,La Obsesion,"LA OBSESION, VOL. 1",193,True,https://open.spotify.com/track/5NK5vkJQCtC721Ut1OvHYj,2026-04-20 10:27:50.865963,short_term,3:13
45,"Rain (Spanish) [From ""Fullmetal Alchemist: Brotherhood""]",Iris ~Pamela Calvo~,"Rain (Spanish) [From ""Fullmetal Alchemist: Brotherhood""]",256,False,https://open.spotify.com/track/5MsLZQf1dO2Wv6lmgJlSt2,2026-04-20 10:27:50.865963,short_term,4:16
46,Instante,C.R.O,Instante,194,False,https://open.spotify.com/track/6DLgDBSKFVHDfuYImcGGnd,2026-04-20 10:27:50.865963,short_term,3:14
47,Confident - Single Version,Justin Bieber,Journals,248,False,https://open.spotify.com/track/6czM6UMQD9qE5GAUp68oud,2026-04-20 10:27:50.865963,short_term,4:08
48,Si Ella Quisiera - Remix,Justin Quiles,Si Ella Quisiera (Remix),231,False,https://open.spotify.com/track/6jdVlltXAVyVnY95GFGf5J,2026-04-20 10:27:50.865963,short_term,3:51
49,6 AM,J Balvin,La Familia,243,False,https://open.spotify.com/track/7mPwkbaoiQ5bf8FPbRJzUr,2026-04-20 10:27:50.865963,short_term,4:03
50,Si Me Porto Mal,Dasoul,Si Me Porto Mal,235,False,https://open.spotify.com/track/5EZhK9Ro3Yc2cgzWiDTWQx,2026-04-20 10:27:50.865963,short_term,3:55
